Region,SizeRank,RegionName,State,County,City,ZMediumRent,ZMediumValue,NMediumValue,entityid,Income Limits,Efficiency,OneBedroom,TwoBedroom,ThreeBedroom,FourBedroom,Zillow Ratio,NAR Ratio,ZH Ratio,NH Ratio
397180,283,Kalamazoo,MI,Kalamazoo County,Kalamazoo,1290.2640245567077,240728.14655616743,227500.0,2607799999,47900.0,828.0,992.0,1181.0,1564.0,1671.0,0.0053598386520857435,0.005671490217831682,0.006941440059690391,0.007345054945054945
24174,284,Compton,CA,Los Angeles County,Compton,2408.6666666666665,623693.2804605346,783300.0,0603799999,75750.0,1856.0,2081.0,2625.0,3335.0,3698.0,0.0038619410247423365,0.0030750244691263454,0.0059291964750195795,0.004721051959657858
46101,285,Lake Charles,LA,Calcasieu Parish,Lake Charles,1060.8627496159754,204711.5308295591,,2200199999,34600.0,619.0,688.0,903.0,1088.0,1197.0,0.005182232506967278,,0.005847252449089499,
5052,286,Hampton,VA,Hampton City,Hampton,1637.9922681267628,272097.4294522251,,5165099999,53250.0,1475.0,1483.0,1696.0,2361.0,2809.0,0.006019874099598437,,0.01032350803774574,
39815,287,Miramar,FL,Broward County,Miramar,2726.496978578665,526386.021926222,380400.0,1200399999,45750.0,901.0,952.0,1129.0,1523.0,1896.0,0.005179653077795461,0.007167447367451801,0.003601919353902871,0.00498422712933754
17551,288,Concord,NC,Cabarrus County,Concord,1872.7213495327208,382377.2664067058,318600.0,3702599999,56100.0,1586.0,1647.0,1824.0,2250.0,2852.0,0.004897575023565467,0.005877970337516387,0.007458602408037886,0.008951663527934714
27239,289,Stamford,CT,Fairfield County,Stamford,2931.8409609796595,685433.3146560407,,,,,,,,,0.004277354044938559,,,
11865,290,Hemet,CA,Riverside County,Hemet,1888.6967592592591,448106.1251190491,510300.0,0606599999,55950.0,1776.0,1852.0,2306.0,3079.0,3745.0,0.004214842541501717,0.003701149831979736,0.008357395246505634,0.007338820301783264
17321,291,Carrollton,TX,Dallas County,Carrollton,1678.22425366543,412750.3700809928,277900.0,4805999999,43650.0,944.0,950.0,1207.0,1571.0,1899.0,0.00406595457040079,0.0060389501751184965,0.004600843845705977,0.006833393306944944
17571,292,Coral Springs,FL,Broward County,Coral Springs,2400.2908205782314,527842.1138855227,380400.0,1200399999,45750.0,901.0,952.0,1129.0,1523.0,1896.0,0.004547365125736825,0.006309912777545298,0.0035919831899036397,0.00498422712933754
47847,293,Sterling Heights,MI,Macomb County,Sterling Heights,1755.424836601307,315182.4152774888,231400.0,2600199999,40950.0,654.0,813.0,933.0,1294.0,1385.0,0.005569551953131074,0.007586105603290005,0.004394280685934322,0.005985306828003458
6103,294,Murrieta,CA,Riverside County,Murrieta,2711.954124473774,692425.0622161479,510300.0,0606599999,55950.0,1776.0,1852.0,2306.0,3079.0,3745.0,0.003916603070076641,0.005314430970946059,0.005408527513452363,0.007338820301783264
31388,295,Elizabeth,NJ,Union County,Elizabeth,2300.1759259259256,550336.1108163027,488800.0,3400599999,59700.0,1372.0,1512.0,1802.0,2171.0,2468.0,0.004179583859242164,0.0047057608959204696,0.004484532182231808,0.0050490998363338785
45888,296,Inglewood,CA,Los Angeles County,Inglewood,2660.9079365079365,754093.6316855765,783300.0,0603799999,75750.0,1856.0,2081.0,2625.0,3335.0,3698.0,0.0035286174351587905,0.0033970483039805137,0.004903900317702062,0.004721051959657858
44655,297,Clovis,CA,Fresno County,Clovis,2381.9666666666667,519202.8291205215,362600.0,0601999999,46950.0,1210.0,1217.0,1505.0,2109.0,2415.0,0.004587738226891952,0.006569130354844641,0.004651361403578583,0.00666023166023166
51518,298,Concord,CA,Contra Costa County,Concord,2690.7718743411347,739675.5393959191,830800.0,0601399999,79900.0,1937.0,2201.0,2682.0,3432.0,4077.0,0.0036377732276217274,0.0032387721164433493,0.005511876198217423,0.004907318247472316
19307,299,Melbourne,FL,Brevard County,Melbourne,1975.7676366843036,360962.0330113277,304400.0,1200399999,45750.0,901.0,952.0,1129.0,1523.0,1896.0,0.005473616214429678,0.006490695258489828,0.005252629990424782,0.006228646517739816
11786,300,Hamilton,OH,Butler County,Hamilton,1573.7121212121212,298497.76246789674,243000.0,3901799999,55900.0,883.0,993.0,1287.0,1707.0,1885.0,0.005272106927037261,0.006476181568774162,0.006314955209095514,0.007757201646090535
6155,302,New Haven,CT,New Haven County,New Haven,2252.778029642546,324593.5882660239,,,,,,,,,0.00694030353981071,,,
40760,303,Santa Fe,NM,Santa Fe County,Santa Fe,2039.945887445888,590844.6218450724,416900.0,3504999999,49750.0,1235.0,1368.0,1627.0,2057.0,2157.0,0.0034525928002451887,0.004893129977082965,0.003650705989781515,0.00517390261453586
24822,304,Gainesville,GA,Hall County,Gainesville,1669.3083879333878,371306.1427192259,313600.0,1301799999,38100.0,752.0,756.0,905.0,1118.0,1520.0,0.004495773691510632,0.005323049706420242,0.00409365702616289,0.004846938775510204
30543,305,Boulder,CO,Boulder County,Boulder,2504.2540958925947,961337.251138208,713900.0,0801399999,75300.0,1466.0,1702.0,2059.0,2704.0,3092.0,0.0026049693725355987,0.0035078499732351795,0.003216353050231978,0.004331138814960079
7453,306,Tracy,CA,San Joaquin County,Tracy,2860.164043209877,716824.453094331,494500.0,0607799999,52300.0,1248.0,1363.0,1736.0,2433.0,2915.0,0.0039900480945695245,0.005783951553508346,0.004066546540672209,0.005894843276036401
37596,307,Broken Arrow,OK,Wagoner County,Broken Arrow,1662.073439153439,284672.1330026014,216000.0,4005599999,37650.0,678.0,753.0,910.0,1275.0,1312.0,0.005838553361801138,0.007694784440525181,0.004608810796341666,0.006074074074074074
50962,308,Bend,OR,Deschutes County,Bend,2447.146401515152,742490.2001716731,596000.0,4101799999,57150.0,1285.0,1318.0,1667.0,2336.0,2799.0,0.003295863569578886,0.004105950338112671,0.0037697467244050304,0.004696308724832215
17070,309,Bloomington,IN,Monroe County,Bloomington,1559.1547819667132,317296.6291300761,261700.0,1801199999,55350.0,955.0,1097.0,1283.0,1669.0,2028.0,0.004913871244839277,0.005957794352184613,0.006391495571699311,0.007749331295376386
395471,310,Lakewood,NJ,Ocean County,Lakewood,2100.0,560420.124943139,366600.0,3400799999,59700.0,1372.0,1512.0,1802.0,2171.0,2468.0,0.0037471887723751333,0.0057283142389525366,0.004403838995343728,0.006732133115111839
37965,311,College Station,TX,Brazos County,College Station,1589.5622574955908,347926.6766816345,279700.0,4802399999,39700.0,708.0,713.0,933.0,1307.0,1395.0,0.004568670251606196,0.005683097095086131,0.004009465480787136,0.004987486592777976
6790,312,Riverview,FL,Hillsborough County,Riverview,2281.687428436722,377754.4517932597,333300.0,1205799999,52150.0,1566.0,1686.0,1978.0,2533.0,3082.0,0.0060401337895693704,0.006845746859996165,0.008158739057526026,0.009246924692469247
26791,313,Rochester,MN,Olmsted County,Rochester,1750.3652439286482,336941.956333124,304500.0,2710999999,62800.0,989.0,1101.0,1341.0,1879.0,2252.0,0.005194856891606923,0.005748325924232013,0.006683643748341977,0.007395730706075534
6651,314,Puyallup,WA,Pierce County,Puyallup,2314.740682506406,572742.8413729608,484400.0,5305399999,60400.0,1479.0,1673.0,2057.0,2882.0,3292.0,0.004041500853956696,0.00477857283754419,0.005747780264016086,0.006796036333608588
398007,315,Flint,MI,Genesee County,Flint,943.2861111111112,64551.71447720372,172900.0,2604999999,41500.0,691.0,806.0,986.0,1215.0,1397.0,0.014612874634712147,0.005455674442516548,0.021641563067908088,0.008079814921920185
27110,316,Simi Valley,CA,Ventura County,Simi Valley,3194.188947368421,848842.8935574396,768400.0,0611199999,74850.0,1871.0,2147.0,2569.0,3505.0,4080.0,0.003762991917128274,0.004156935121510178,0.0048065431553547125,0.005309734513274336
18073,317,Fargo,ND,Cass County,Fargo,1111.8042354136776,318213.6037712741,284700.0,3800199999,55850.0,753.0,758.0,928.0,1300.0,1558.0,0.0034938928513339783,0.003905178206581235,0.004896082321860322,0.005472427116262732
13943,318,Sparks,NV,Washoe County,Sparks,1999.109523809524,524485.3103475611,496600.0,3202999999,55250.0,1181.0,1370.0,1722.0,2384.0,2788.0,0.0038115643743859527,0.004025593080566903,0.005315687484464481,0.005614176399516713
13713,319,Santa Clara,CA,Santa Clara County,Santa Clara,3521.3137624280484,1695290.0844887467,1382800.0,0608399999,88250.0,2381.0,2688.0,3028.0,4011.0,4468.0,0.0020771157659958714,0.0025465098079462314,0.0026355371513586286,0.0032311252531096327
54263,320,Saginaw,MI,Saginaw County,Saginaw,986.2428571428572,128518.63428616016,139400.0,2606799999,41650.0,806.0,896.0,1175.0,1429.0,1773.0,0.007673928863474261,0.007074912891986063,0.013795664806492032,0.012718794835007173
33024,321,Nampa,ID,Canyon County,Nampa,1658.2656862745098,412253.2285548882,350300.0,1602799999,53500.0,1300.0,1534.0,1838.0,2575.0,3080.0,0.004022444389550062,0.0047338443798872675,0.007471136152885028,0.00879246360262632
34520,322,Vallejo,CA,Solano County,Vallejo,2293.769290123457,535021.7974959667,589600.0,0601199999,48000.0,915.0,921.0,1208.0,1625.0,1631.0,0.004287244558742952,0.0038903821067222807,0.0030484739269193897,0.002766282225237449
7386,323,Temecula,CA,Riverside County,Temecula,3050.614092514428,772698.241839759,510300.0,0606599999,55950.0,1776.0,1852.0,2306.0,3079.0,3745.0,0.003948001855486375,0.00597807974233672,0.004846652673989948,0.007338820301783264
33136,324,Norman,OK,Cleveland County,Norman,1402.9159688693917,262175.65663929586,222800.0,4002799999,48850.0,886.0,961.0,1180.0,1575.0,1719.0,0.005351053514474606,0.00629675030910858,0.006556672812552612,0.007715439856373429
34278,325,Thousand Oaks,CA,Ventura County,Thousand Oaks,3557.3548136645963,1045400.0571082846,768400.0,0611199999,74850.0,1871.0,2147.0,2569.0,3505.0,4080.0,0.003402864567947999,0.004629561183842525,0.003902812107439349,0.005309734513274336
12038,326,Independence,MO,Jackson County,Independence,1396.6045499280792,208427.26953729303,213300.0,2900599999,38550.0,615.0,628.0,824.0,993.0,1190.0,0.006700680544482163,0.006547606891364647,0.005709425655490239,0.005578996718237224
46508,327,Meridian,ID,Ada County,Meridian,2140.3421855921856,534114.9389379543,476000.0,1600199999,53500.0,1300.0,1534.0,1838.0,2575.0,3080.0,0.004007268903296524,0.004496517196622239,0.005766549061751275,0.006470588235294118
32238,328,Joliet,IL,Will County,Joliet,1801.898148148148,262649.951633889,298000.0,1710399999,46000.0,605.0,786.0,883.0,1237.0,1319.0,0.006860454901814854,0.006046638081034054,0.005021893176811129,0.004426174496644296
26751,329,Richmond,CA,Contra Costa County,Richmond,2686.8172514619887,608362.2341822946,830800.0,0601399999,79900.0,1937.0,2201.0,2682.0,3432.0,4077.0,0.004416476073787462,0.0032340120985339294,0.006701599426992595,0.004907318247472316
30840,330,Charlottesville,VA,Albemarle County,Charlottesville,2013.894601950177,517209.2230795158,471000.0,5100399999,62900.0,1404.0,1487.0,1729.0,2155.0,2621.0,0.003893771634541329,0.004275784717516299,0.0050675817116993815,0.005564755838641189
50950,331,Bellingham,WA,Whatcom County,Bellingham,1963.9397531370269,675535.767209787,536100.0,5307399999,54200.0,1348.0,1381.0,1642.0,2301.0,2757.0,0.002907232819438748,0.0036633832365921036,0.004081205072808256,0.005142697257974258
10181,332,Arvada,CO,Jefferson County,Arvada,2234.2059952264303,621370.4937737233,604400.0,0805999999,70050.0,1639.0,1789.0,2140.0,2794.0,3127.0,0.0035956100548926824,0.0036965684897856226,0.005032424344788281,0.005173726009265387
41084,333,Stone Mountain,GA,Dekalb County,Stone Mountain,1804.9944165095328,280540.9383529558,331400.0,1308999999,57100.0,1591.0,1653.0,1830.0,2205.0,2653.0,0.006433978680996008,0.005446573375104203,0.009456730328114152,0.008005431502715751
23534,334,Athens,GA,Clarke County,Athens,1662.7304630211609,338141.7716626582,271900.0,1300799999,38100.0,710.0,715.0,905.0,1268.0,1300.0,0.004917258387940185,0.006115227889007579,0.003844541281036773,0.004781169547627804
34781,335,Westminster,CO,Jefferson County,Westminster,1935.8027960526315,532859.8151640627,604400.0,0805999999,70050.0,1639.0,1789.0,2140.0,2794.0,3127.0,0.003632855661027123,0.0032028504236476366,0.00586833518124692,0.005173726009265387
41802,336,Yakima,WA,Yakima County,Yakima,1343.8440538817156,363733.1539947896,281100.0,5303599999,62150.0,1411.0,1568.0,2057.0,2685.0,3090.0,0.0036945877468760133,0.0047806618779143205,0.008495238792678942,0.010992529348986126
14208,337,Tuscaloosa,AL,Tuscaloosa County,Tuscaloosa,1494.8681313131312,230754.85296447497,233700.0,0103799999,36950.0,593.0,615.0,792.0,957.0,1184.0,0.006478165516819134,0.006396526021879038,0.005130986346719557,0.005066324347454001
6172,338,New Port Richey,FL,Pasco County,New Port Richey,2026.0396825396824,293192.43713930325,265800.0,1206399999,35600.0,640.0,711.0,933.0,1199.0,1237.0,0.006910272660195048,0.007622421679983757,0.004219071992679912,0.004653875094055681
27219,339,Spring Hill,FL,Pasco County,Spring Hill,2028.486111111111,312695.5545991372,265800.0,1206399999,35600.0,640.0,711.0,933.0,1199.0,1237.0,0.0064870960948311095,0.007631625700192292,0.00395592448247556,0.004653875094055681
17943,340,Elgin,IL,Kane County,Elgin,1806.201388888889,328271.85093974805,303000.0,1700799999,43300.0,810.0,900.0,1181.0,1561.0,1603.0,0.00550215129234582,0.005961060689402274,0.00488314790138439,0.0052904290429042905
37863,341,Chico,CA,Butte County,Chico,1625.9516001803022,461949.57781115273,408700.0,0600799999,46950.0,1069.0,1126.0,1466.0,2054.0,2462.0,0.003519759900819737,0.003978349890335949,0.0053295859943538635,0.006023978468314167
7191,342,Spartanburg,SC,Spartanburg County,Spartanburg,1334.4277777777777,229335.48533407095,216000.0,4507599999,34000.0,787.0,792.0,949.0,1143.0,1258.0,0.005818671174388598,0.006177906378600823,0.005485413642670617,0.005824074074074074
17133,343,Bowling Green,KY,Warren County,Bowling Green,1399.4055973266495,285426.218408487,242600.0,2100399999,39200.0,737.0,752.0,986.0,1188.0,1468.0,0.004902862831346116,0.005768366023605315,0.005143185542608688,0.0060511129431162405
12317,344,Largo,FL,Pinellas County,Largo,1817.690833333333,338998.4592115425,319000.0,1210399999,52150.0,1566.0,1686.0,1978.0,2533.0,3082.0,0.005361944232905949,0.005698090386624869,0.009091486749433171,0.009661442006269592
4679,345,Falls Church,VA,Fairfax County,Falls Church,2683.9768738229754,774156.816358475,699700.0,5160099999,81950.0,2012.0,2056.0,2314.0,2893.0,3413.0,0.0034669679541775864,0.003835896632589646,0.004408667504930426,0.0048778047734743465
54522,346,Springfield,IL,Sangamon County,Springfield,1155.3690566997204,164244.1230323776,170300.0,1716799999,57350.0,776.0,921.0,1132.0,1529.0,1564.0,0.007034462088314487,0.006784316246034765,0.009522410733026272,0.00918379330593071
5071,347,Hartford,CT,Hartford County,Hartford,1689.5567810457517,200433.8763492046,,,,,,,,,0.00842949710807435,,,
34311,348,Toms River,NJ,Ocean County,Toms River,2981.0416666666665,453893.4765053871,366600.0,3400799999,59700.0,1372.0,1512.0,1802.0,2171.0,2468.0,0.006567712075569532,0.008131592107655936,0.005437399142639381,0.006732133115111839
39420,349,Lewisville,TX,Denton County,Lewisville,1608.5687952320138,402354.9677651849,403400.0,4800199999,39700.0,846.0,851.0,1033.0,1245.0,1563.0,0.003997884763711375,0.00398752800007936,0.0038846295565366793,0.0038745661874070403
7680,350,Vero Beach,FL,Indian River County,Vero Beach,2281.6834215167546,364225.4813011788,314700.0,1206199999,46500.0,1239.0,1246.0,1567.0,1948.0,2601.0,0.006264480489848062,0.007250344523408817,0.0071411807617304725,0.008265014299332699
16992,351,Berkeley,CA,Alameda County,Berkeley,2985.930691091708,1383343.019958009,1057400.0,0600199999,79900.0,1937.0,2201.0,2682.0,3432.0,4077.0,0.0021584889994835446,0.002823842151590418,0.002947208278192459,0.0038556837526007187
17008,352,Bethlehem,PA,Northampton County,Bethlehem,1873.6350574712644,352915.2535918956,285000.0,4209599999,50100.0,1033.0,1213.0,1507.0,1924.0,2005.0,0.005309022600757007,0.006574158096390402,0.005681250610716144,0.007035087719298246
24967,353,Gresham,OR,Multnomah County,Gresham,1659.9410774410774,473986.5784020815,528000.0,4105199999,62050.0,1628.0,1750.0,1997.0,2739.0,3217.0,0.0035020845590968486,0.0031438277981838585,0.006787112012422909,0.00609280303030303
53787,354,Palm Bay,FL,Brevard County,Palm Bay,1915.740862125296,308705.00651930604,304400.0,1200399999,45750.0,901.0,952.0,1129.0,1523.0,1896.0,0.006205733051515923,0.006293498233000315,0.006141785717626275,0.006228646517739816
50779,355,Asheville,NC,Buncombe County,Asheville,1974.3956274451496,481285.704584288,360000.0,3702199999,46550.0,1286.0,1347.0,1512.0,1944.0,2566.0,0.004102335907006712,0.005484432298458749,0.005331552496902833,0.007127777777777778
17882,356,East Los Angeles,CA,Los Angeles County,East Los Angeles,2374.2777777777774,675609.9769273879,783300.0,0603799999,75750.0,1856.0,2081.0,2625.0,3335.0,3698.0,0.0035142728184325736,0.0030311218917117035,0.005473572218128223,0.004721051959657858
31209,357,Delray Beach,FL,Palm Beach County,Delray Beach,2747.9083345141185,342911.2770599196,407300.0,1200199999,52000.0,1176.0,1308.0,1583.0,2016.0,2099.0,0.008013467384550187,0.0067466445728311284,0.006121116861470919,0.005153449545789344
35593,358,Laurel,MD,Prince Georges County,Laurel,1942.5445728141488,482230.2262640984,404300.0,2403399999,81950.0,2012.0,2056.0,2314.0,2893.0,3413.0,0.0040282513766573685,0.00480471079103178,0.007077532294980686,0.008441751174870145
39966,359,New Braunfels,TX,Comal County,New Braunfels,1660.776540710751,359560.7647013716,398800.0,4805799999,45800.0,732.0,843.0,933.0,1307.0,1378.0,0.004618903684027057,0.00416443465574411,0.0038324537471280534,0.0034553660982948845
3934,360,Cambridge,MA,Middlesex County,Cambridge,3477.5708748817547,1052899.2819823194,687200.0,2501700380,82700.0,2263.0,2394.0,2837.0,3418.0,3761.0,0.0033028523567177727,0.005060493124100341,0.0035720415659502326,0.005472933643771828
3975,361,Carlsbad,CA,San Diego County,Carlsbad,3791.787255150288,1206032.763267954,791600.0,0606999999,66800.0,1799.0,1999.0,2623.0,3655.0,4046.0,0.0031440167884625165,0.004790029377400566,0.003354801066130794,0.005111167256189995
13256,362,Perris,CA,Riverside County,Perris,2826.069444444445,540965.6716028367,510300.0,0606599999,55950.0,1776.0,1852.0,2306.0,3079.0,3745.0,0.005224119741408052,0.005538054956779237,0.006922805265820054,0.007338820301783264
45339,362,Franklin,TN,Williamson County,Franklin,2131.19518129941,903569.6554811094,673700.0,4718799999,57400.0,1589.0,1650.0,1827.0,2308.0,2840.0,0.0023586396116463716,0.003163418704615422,0.003143089171678558,0.00421552619860472
41641,364,West Jordan,UT,Salt Lake County,West Jordan,1712.727861319967,554942.3147807753,484500.0,4903599999,61350.0,1243.0,1453.0,1748.0,2348.0,2670.0,0.0030863169300696844,0.003535042025428208,0.004811310885627379,0.005510835913312693
41517,365,Vista,CA,San Diego County,Vista,2758.9954710144925,872357.9006768219,791600.0,0606999999,66800.0,1799.0,1999.0,2623.0,3655.0,4046.0,0.0031626875493119466,0.003485340413105726,0.004638004650225437,0.005111167256189995
18053,366,Fairfield,CA,Solano County,Fairfield,2552.7362880121505,617177.3992026403,589600.0,0601199999,48000.0,915.0,921.0,1208.0,1625.0,1631.0,0.004136146740483607,0.00432960700137746,0.002642676161031113,0.002766282225237449
11914,367,Hillsboro,OR,Washington County,Hillsboro,2090.627696085143,536023.8916057366,558500.0,4106599999,45650.0,1297.0,1305.0,1599.0,2241.0,2684.0,0.00390025095676681,0.0037432904137603275,0.005007239494418229,0.00480572963294539
48293,368,Waco,TX,McLennan County,Waco,1513.9227282310774,195774.44104672712,219200.0,4807799999,44450.0,823.0,896.0,1102.0,1506.0,1709.0,0.007732994767533198,0.006906581789375353,0.008729433683287078,0.007796532846715328
54121,369,Richardson,TX,Dallas County,Richardson,1758.4934596578807,443718.3885648376,277900.0,4805999999,43650.0,944.0,950.0,1207.0,1571.0,1899.0,0.00396308448100506,0.006327792226188848,0.004279741495821538,0.006833393306944944
5595,370,Lehigh Acres,FL,Lee County,Lehigh Acres,1974.9871788296837,299739.6071733429,326300.0,1201999999,51250.0,1381.0,1454.0,1730.0,2163.0,2739.0,0.0065890096989668955,0.006052672935426552,0.009137931506048863,0.008394115844315047
5772,371,Manchester,NH,Hillsborough County,Manchester,2070.8353349673203,442505.766833761,385500.0,3301101300,73400.0,1458.0,1621.0,2126.0,2824.0,2999.0,0.0046797928754345125,0.005371816692522231,0.006777312805341707,0.0077795071335927364
25659,372,Lowell,MA,Middlesex County,Lowell,2362.2702614379086,488318.9071098678,687200.0,2501700380,82700.0,2263.0,2394.0,2837.0,3418.0,3761.0,0.004837556414555165,0.003437529484048179,0.007701934013285719,0.005472933643771828
38032,373,Costa Mesa,CA,Orange County,Costa Mesa,3142.9341915394543,1352094.4058564638,915500.0,0600399999,57700.0,1003.0,1101.0,1445.0,2025.0,2396.0,0.0023244931551570248,0.0034330247859524353,0.0017720656114114236,0.002617149098853086
13712,374,Santa Barbara,CA,Santa Barbara County,Santa Barbara,3959.98579109063,1812586.0666843476,735700.0,0608399999,88250.0,2381.0,2688.0,3028.0,4011.0,4468.0,0.0021847160054222358,0.0053826094754528065,0.0024649863982310304,0.0060731276335462825
13554,375,Rock Hill,SC,York County,Rock Hill,1515.437195174125,333049.9589029234,322700.0,4505199999,43400.0,1133.0,1199.0,1406.0,1771.0,2065.0,0.004550179799349085,0.0046961177414754415,0.0062002709947846036,0.0063991323210412145
34671,376,Waterbury,CT,New Haven County,Waterbury,1554.3039215686276,279473.57563957555,,,,,,,,,0.005561541616274818,,,
4406,377,Downey,CA,Los Angeles County,Downey,2220.292903828198,865593.2802739348,783300.0,0603799999,75750.0,1856.0,2081.0,2625.0,3335.0,3698.0,0.0025650533043943464,0.0028345370915718094,0.004272214311587183,0.004721051959657858
39386,378,League City,TX,Galveston County,League City,2088.0595408895265,374383.2184314814,284900.0,4800199999,39700.0,846.0,851.0,1033.0,1245.0,1563.0,0.00557733209740991,0.007329096317618556,0.004174866615411759,0.0054861354861354865
47080,379,Pflugerville,TX,Travis County,Pflugerville,1813.8598140058093,387657.98568044807,487600.0,4804199999,44250.0,1034.0,1089.0,1206.0,1690.0,1863.0,0.004679020892145376,0.0037199750082153597,0.004805782593978851,0.003820754716981132
20071,380,Provo,UT,Utah County,Provo,1548.6615535002632,479313.0918347093,489200.0,4900599999,51700.0,914.0,920.0,1169.0,1638.0,1963.0,0.00323100198989415,0.0031657022761657056,0.004095444154229234,0.0040126737530662305
34543,381,Ventura,CA,Ventura County,Ventura,2940.188378033206,895423.7976123984,768400.0,0611199999,74850.0,1871.0,2147.0,2569.0,3505.0,4080.0,0.0032835718526501834,0.0038263773790125012,0.004556501637413603,0.005309734513274336
32489,382,Lexington,SC,Lexington County,Lexington,1832.8756228956229,304172.5598283636,217700.0,4502999999,34000.0,705.0,757.0,933.0,1124.0,1566.0,0.006025775710767156,0.008419272498372177,0.005148393401704782,0.007193385392742306
16818,383,Ashburn,VA,Loudoun County,Ashburn,3002.903163580247,809913.3204359207,701000.0,5106399999,44100.0,691.0,695.0,912.0,1149.0,1209.0,0.0037076846223050024,0.004283742030784946,0.0014927523347180885,0.001724679029957204
16780,384,Antioch,CA,Contra Costa County,Antioch,2919.7580409356724,604067.2311201803,830800.0,0601399999,79900.0,1937.0,2201.0,2682.0,3432.0,4077.0,0.004833498475858859,0.0035143934050742326,0.006749248742461372,0.004907318247472316
47322,385,Redding,CA,Shasta County,Redding,1725.2474082934611,393781.6887855346,347200.0,0608999999,48650.0,1151.0,1229.0,1613.0,2260.0,2709.0,0.004381228120622651,0.004969030553840614,0.006879446345905138,0.007802419354838709
32287,386,Kennesaw,GA,Cobb County,Kennesaw,1888.7108918128652,411013.5086389274,373700.0,1300599999,38100.0,629.0,715.0,905.0,1268.0,1300.0,0.0045952525941722385,0.005054083199927389,0.003162913073842644,0.0034787262510034785
51861,387,El Monte,CA,Los Angeles County,El Monte,2858.28253968254,756058.2868056671,783300.0,0603799999,75750.0,1856.0,2081.0,2625.0,3335.0,3698.0,0.003780505537157371,0.003649026604982178,0.004891157288446615,0.004721051959657858
6218,388,North Charleston,SC,Charleston County,North Charleston,1717.85796455534,313812.7139969951,450800.0,4501799999,46350.0,1063.0,1172.0,1298.0,1656.0,1991.0,0.005474150306643692,0.003810687587744765,0.006344548551398286,0.00441659272404614
14542,389,West Covina,CA,Los Angeles County,West Covina,2696.315289648623,839828.3481694,783300.0,0603799999,75750.0,1856.0,2081.0,2625.0,3335.0,3698.0,0.0032105552230117804,0.0034422511038537254,0.0044032807514305106,0.004721051959657858
26575,390,Pompano Beach,FL,Broward County,Pompano Beach,2348.1958722114973,354641.682484536,380400.0,1200399999,45750.0,901.0,952.0,1129.0,1523.0,1896.0,0.006621319456191925,0.0061729649637526215,0.005346241272929541,0.00498422712933754
13698,391,San Leandro,CA,Alameda County,San Leandro,2521.1775793650795,816845.9912282032,1057400.0,0600199999,79900.0,1937.0,2201.0,2682.0,3432.0,4077.0,0.003086478487302431,0.00238431774102996,0.004991148936006719,0.0038556837526007187
41446,392,Vacaville,CA,Solano County,Vacaville,2731.5767516434184,613109.4154115216,589600.0,0601199999,48000.0,915.0,921.0,1208.0,1625.0,1631.0,0.004455284298333558,0.0046329320753789325,0.002660210329513968,0.002766282225237449
11896,393,High Point,NC,Guilford County,High Point,1641.1288451012588,247833.6639962824,234900.0,3708199999,42800.0,999.0,1039.0,1150.0,1463.0,1646.0,0.006621896390660941,0.006986499979145419,0.006641551327041231,0.007007237122179651
40689,394,Saint Charles,MO,Saint Charles County,Saint Charles,1499.12886002886,342828.94708900043,296800.0,2918399999,55700.0,951.0,984.0,1215.0,1570.0,1806.0,0.004372818785455935,0.005050973248075673,0.005267933222485882,0.0060849056603773585
27992,395,Winter Haven,FL,Polk County,Winter Haven,1848.5899991915276,281168.8350334046,240000.0,1206999999,52700.0,1636.0,1727.0,1958.0,2486.0,2960.0,0.006574661800522464,0.0077024583299646985,0.010527482534287038,0.012333333333333333
31819,396,Grand Junction,CO,Mesa County,Grand Junction,1769.916971916972,423215.0127815255,349400.0,0800199999,70050.0,1639.0,1789.0,2140.0,2794.0,3127.0,0.004182075111854902,0.005065589501765804,0.007388679289631528,0.008949627933600457
39767,397,Miami Gardens,FL,Miami-Dade County,Miami Gardens,2822.969696969697,475385.1055428905,425400.0,1208699999,61950.0,1711.0,1898.0,2329.0,3008.0,3527.0,0.005938279647499392,0.006636035959026086,0.007419248013612376,0.008291020216267042
44515,398,Centennial,CO,Arapahoe County,Centennial,2314.617423686609,654964.005738324,526000.0,0800599999,70050.0,1639.0,1789.0,2140.0,2794.0,3127.0,0.0035339612610885396,0.004400413353016367,0.0047743081644235,0.005944866920152091
39134,399,Jacksonville,NC,Onslow County,Jacksonville,1425.2642315755522,252616.1900862224,219500.0,3700799999,38200.0,834.0,927.0,1216.0,1465.0,1728.0,0.005642014595695882,0.0064932311233510355,0.006840416678797202,0.00787243735763098
46500,400,Menifee,CA,Riverside County,Menifee,2979.336517512988,590605.4016762088,510300.0,0606599999,55950.0,1776.0,1852.0,2306.0,3079.0,3745.0,0.005044546678810038,0.005838401954757962,0.006340951148383069,0.007338820301783264
45732,401,Hesperia,CA,San Bernardino County,Hesperia,2310.912037037037,461781.9927369033,475000.0,0606999999,66800.0,1799.0,1999.0,2623.0,3655.0,4046.0,0.0050043355379464985,0.0048650779727095516,0.008761710208793648,0.008517894736842105
3761,402,Bothell,WA,Snohomish County,Bothell,2707.2274056353003,1072315.5819609703,644600.0,5306199999,78550.0,2238.0,2293.0,2671.0,3521.0,4104.0,0.0025246554756618625,0.004199856353762489,0.003827231524972259,0.006366739062984797
